houseID,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
508,424000,3,1.75,1430,6818,1,FALSE,0,5,7,1430,0,1972,0,98034,47.7271,-122.196,1480,7210
509,450000,7,4,3150,7800,2,FALSE,0,3,8,3150,0,2013,0,98118,47.5259,-122.279,1880,6000
510,485000,4,2,1400,3600,1,FALSE,0,3,7,1100,300,1900,0,98119,47.6385,-122.37,1630,2048
511,402500,3,1,1290,4000,1.5,FALSE,0,3,7,1290,0,1926,0,98118,47.5462,-122.277,1160,5040
512,721000,2,1.5,1790,4250,1,FALSE,0,3,7,920,870,1915,2014,98112,47.6367,-122.301,1910,4250
513,474000,4,2.25,1960,14834,1,FALSE,0,4,8,1330,630,1976,0,98072,47.7434,-122.095,1540,15000
514,385100,3,1,1060,8040,1,FALSE,0,4,6,1060,0,1949,0,98125,47.7121,-122.287,1300,7620
515,285000,5,2.5,2270,6300,2,FALSE,0,3,8,2270,0,1995,0,98092,47.3266,-122.169,2240,7005
516,365000,3,2,2030,8649,1,FALSE,0,3,7,2030,0,1998,0,98056,47.5082,-122.166,1760,7200
517,862500,4,2.5,3220,4400,2,FALSE,2,3,9,2180,1040,1937,0,98199,47.6325,-122.394,3000,5000
518,324950,4,2.5,1770,5000,2,FALSE,0,3,7,1770,0,2004,0,98038,47.3506,-122.006,2080,5100
519,590000,4,2.5,2340,8971,2,FALSE,0,3,9,2340,0,1987,0,98029,47.5679,-122.011,2510,9219
520,324950,2,1.5,1230,1516,3,FALSE,0,3,8,1230,0,2000,0,98125,47.7265,-122.314,1352,1411
521,525888,5,1.75,2550,71874,1,FALSE,0,5,7,1810,740,1960,0,98027,47.4845,-122.08,2170,51400
523,247000,3,1.75,1820,8740,1,FALSE,0,4,8,1820,0,1987,0,98023,47.3074,-122.385,2210,8320
524,515000,3,2.75,3290,11441,2,FALSE,0,4,10,3290,0,1988,0,98023,47.3052,-122.34,2600,12070
525,1200000,4,2,2120,3360,2,FALSE,0,3,9,2120,0,1905,0,98112,47.6227,-122.31,2090,3600
526,690000,3,1,1580,4000,2,FALSE,0,3,8,1580,0,1905,0,98102,47.6363,-122.32,2190,4000
527,6.00E+05,5,3.5,3370,16846,2,FALSE,1,3,9,2650,720,1998,0,98027,47.5584,-122.089,3330,13000
528,389000,4,2.25,2130,5337,2,FALSE,0,3,7,2130,0,2001,0,98019,47.7237,-121.959,2300,6930
529,260000,3,2.5,1500,7401,2,FALSE,0,3,8,1500,0,1998,0,98092,47.2625,-122.221,1720,7171
530,630000,4,2.25,2900,9680,2,FALSE,0,3,7,1990,910,1947,0,98125,47.7037,-122.308,1850,7540
531,419000,4,1.5,2150,23568,1,FALSE,0,4,7,2150,0,1950,0,98166,47.4522,-122.355,2150,10125
532,183500,3,1,1010,7520,1,FALSE,0,4,6,1010,0,1975,0,98001,47.2699,-122.255,1370,8469
533,345000,4,2.5,2420,11481,1,FALSE,0,3,8,1370,1050,1985,0,98003,47.341,-122.318,2290,8985
534,699000,3,2,2010,4320,2,FALSE,2,3,9,2010,0,1999,0,98118,47.5153,-122.256,1640,5225
535,549995,3,1,1120,6600,1,FALSE,0,3,7,1120,0,1943,0,98105,47.6712,-122.267,1300,6600
536,318700,4,2.5,2770,19116,1,FALSE,0,4,8,1600,1170,1961,0,98003,47.3386,-122.319,2730,18429
537,598780,4,2.25,3040,12160,1,FALSE,0,4,7,1520,1520,1963,0,98007,47.5911,-122.133,2560,12090
538,525000,3,1.5,1540,4773,2,FALSE,0,3,8,1540,0,1941,2009,98126,47.5678,-122.378,1540,5750
539,285000,3,2.5,1870,4060,2,FALSE,0,3,7,1870,0,2005,0,98042,47.3986,-122.163,2190,4060
540,949990,4,4,3970,7314,2,FALSE,0,3,9,3970,0,2014,0,98074,47.6173,-122.056,3560,5258
541,1400000,4,3.25,4700,9160,1,FALSE,4,3,11,2520,2180,2005,0,98116,47.5744,-122.406,2240,8700
542,250000,3,2,1170,7258,1,FALSE,0,3,7,1170,0,1984,0,98001,47.3333,-122.266,1410,7750
543,407000,2,2.5,1700,6635,2,FALSE,0,4,8,1700,0,1976,0,98052,47.6655,-122.13,1700,6635
544,485000,3,2.5,2270,7887,2,FALSE,2,3,8,2270,0,2004,0,98065,47.5326,-121.855,2550,7133
545,218500,2,1,1600,8961,1,FALSE,0,4,7,1390,210,1949,0,98002,47.3098,-122.21,1502,6798
546,324950,3,1.75,2050,6720,1,FALSE,2,3,7,1050,1000,1939,0,98178,47.5058,-122.235,2380,7260
547,437000,2,3,1460,1452,2,FALSE,0,3,8,1140,320,2007,0,98136,47.5224,-122.39,1460,1452
548,360000,2,1,930,6098,1,FALSE,0,4,6,930,0,1919,0,98027,47.5289,-122.03,1730,9000
549,580000,3,2.25,1670,7416,1,FALSE,0,4,7,1220,450,1974,0,98005,47.6028,-122.172,1710,7416
550,775000,4,4,3180,7650,2,FALSE,0,3,8,2530,650,1920,0,98115,47.6887,-122.319,2000,4080
551,825000,3,2.75,3040,24192,2,FALSE,0,4,10,3040,0,1987,0,98034,47.7108,-122.225,2770,5728
552,360000,2,1,840,7414,1,FALSE,0,4,6,840,0,1928,0,98033,47.6771,-122.172,1740,9784
553,525000,3,2.5,2190,34528,2,FALSE,0,3,8,2190,0,1994,0,98027,47.4594,-121.986,2460,37901
554,6.00E+05,6,3,2600,9350,1,FALSE,0,4,8,1340,1260,1963,0,98008,47.6198,-122.105,2090,9102
555,406430,3,2,1380,15426,1,FALSE,0,4,7,1380,0,1968,0,98075,47.5951,-122.036,1380,15426
556,720000,3,2.5,3150,151588,2,FALSE,0,3,9,3150,0,2007,0,98024,47.572,-121.926,2410,208652
557,277950,4,2.5,1889,6000,2,FALSE,0,3,7,1889,0,2012,0,98001,47.2676,-122.256,1990,6350
558,560000,4,2.75,2930,22000,1,FALSE,3,4,9,1580,1350,1978,0,98023,47.3227,-122.384,2930,9758
559,389950,3,2.5,2170,8140,2,FALSE,0,3,9,2170,0,1994,0,98030,47.385,-122.169,2390,8100
560,689888,4,2.25,1930,3500,1.5,FALSE,0,5,8,1540,390,1916,0,98122,47.6167,-122.29,1800,5000
561,219500,1,1,820,1060,1,FALSE,0,3,8,760,60,2007,0,98126,47.5473,-122.371,1770,1924
562,258950,3,1.75,1440,8050,1,FALSE,0,3,8,1440,0,1985,0,98023,47.3187,-122.39,1790,7488
563,219950,3,1.5,1070,6601,1,FALSE,0,3,6,1070,0,1985,0,98002,47.3115,-122.209,1030,6614
564,525000,4,1.5,1680,10500,2,FALSE,0,3,7,1680,0,1962,0,98033,47.6806,-122.166,1830,10264
565,435000,2,1,990,5643,1,FALSE,0,3,7,870,120,1947,0,98115,47.6802,-122.298,1280,5700
566,575000,3,1.75,1580,7344,1,FALSE,0,5,7,1580,0,1911,0,98126,47.5256,-122.38,1580,6207
567,447000,3,1,1270,8800,1,FALSE,0,3,7,1270,0,1968,0,98052,47.6703,-122.15,1560,8250
568,878000,4,2.5,3480,13421,2,FALSE,0,3,11,3480,0,1995,0,98027,47.5504,-122.097,3290,9642
569,519000,4,1,1640,6305,1.5,FALSE,0,5,6,1640,0,1907,0,98118,47.5563,-122.28,1590,4816
570,240000,3,1.75,1770,8571,1,FALSE,0,3,8,1270,500,1978,0,98023,47.3109,-122.339,2120,7711
571,382000,2,2.5,1650,2710,2,FALSE,2,3,8,1650,0,2008,0,98065,47.5173,-121.878,1760,2992
572,510000,4,4,3530,10935,2,FALSE,0,3,10,3530,0,1992,0,98023,47.3016,-122.342,3360,11250
573,460000,3,2.5,1730,8490,1,FALSE,0,3,7,1210,520,1969,0,98034,47.7187,-122.219,1870,7400
574,334950,2,2.25,1240,750,2,FALSE,0,3,7,1150,90,2008,0,98027,47.5322,-122.073,1240,750
575,257000,3,2.25,1730,9516,1,FALSE,0,3,8,1180,550,1978,0,98030,47.3823,-122.166,1870,8165
576,190848,4,1.5,1370,7904,1,FALSE,0,3,7,900,470,1970,0,98001,47.3344,-122.28,1370,7900
577,415000,4,3,1830,9548,2,FALSE,0,3,7,1830,0,1991,0,98028,47.7379,-122.224,1740,9750
578,364000,4,1,1210,7740,1.5,FALSE,0,3,7,1210,0,1922,0,98126,47.5216,-122.374,1100,7740
579,469000,4,2.75,3550,13938,1,FALSE,0,5,8,2100,1450,1966,0,98188,47.425,-122.283,2050,9000
580,350000,3,2,1680,81893,1,FALSE,0,3,7,1680,0,1991,0,98092,47.3248,-122.179,2480,38637
581,710000,3,3.5,2440,3427,2,FALSE,0,3,7,1990,450,2000,0,98005,47.589,-122.165,2440,2601
582,249500,3,1,1180,7200,1,FALSE,0,4,7,1180,0,1968,0,98058,47.4249,-122.178,1180,7200
583,675000,4,2.75,2240,8937,1,FALSE,0,4,8,1460,780,1976,0,98033,47.6495,-122.194,2360,9038
584,925000,4,3.75,4420,9492,2,FALSE,1,3,9,3420,1000,1962,2005,98125,47.7211,-122.283,2880,9900
585,182000,3,2.25,1960,8875,1,FALSE,0,3,7,1290,670,1965,0,98003,47.3344,-122.301,1890,8700
586,439950,3,1.75,1720,223377,1,FALSE,0,3,7,1240,480,1950,0,98019,47.7329,-121.92,2530,221442
587,425500,4,1.75,1520,10630,1,FALSE,0,4,7,1520,0,1967,0,98034,47.7347,-122.193,1550,8039
588,520000,4,2.25,1870,7700,2,FALSE,0,3,7,1870,0,1977,0,98052,47.6937,-122.127,1970,7700
589,239950,3,1.75,1230,9600,1,FALSE,0,4,7,1230,0,1984,0,98042,47.3675,-122.095,1330,8250
590,469000,4,1.75,2960,11347,1,FALSE,0,4,8,1570,1390,1946,0,98166,47.4738,-122.353,1660,8911
591,585000,4,2.5,2430,6766,2,FALSE,0,3,8,2430,0,1999,0,98177,47.7294,-122.358,1820,6772
592,361000,3,1,1040,6720,1.5,FALSE,0,3,7,1040,0,1951,0,98155,47.7444,-122.294,1880,11407
593,780000,3,4,2080,2250,3,FALSE,4,3,8,2080,0,1997,0,98103,47.6598,-122.355,2080,2250
594,435000,3,2,2660,16677,1,FALSE,0,3,9,2210,450,1990,0,98038,47.3689,-122.055,2660,11355
595,150000,3,1,1010,25000,1,FALSE,0,3,6,1010,0,1966,0,98014,47.6927,-121.901,2020,101494
596,340000,4,2.5,2450,6941,2,FALSE,0,3,7,2450,0,2006,0,98042,47.4006,-122.162,3300,6941
597,850000,5,3.5,3150,4120,2,FALSE,0,3,8,2460,690,1911,2007,98115,47.6754,-122.315,2080,4160
598,277000,3,2.25,2160,9612,2,FALSE,0,3,7,2160,0,1994,0,98022,47.1927,-122.011,1970,9247
599,467000,3,2.25,1270,1213,2,FALSE,0,3,8,1040,230,2005,0,98107,47.6736,-122.375,1410,1265
600,389000,2,1.75,1160,4848,2,FALSE,1,4,7,1160,0,1949,0,98118,47.542,-122.265,1990,7440
601,229950,2,1.5,1160,1848,2,FALSE,0,3,7,1160,0,1972,0,98034,47.7366,-122.176,1160,1566
602,610000,3,1,1000,4959,1,FALSE,0,3,8,1000,0,1945,0,98105,47.6629,-122.277,2240,4959
603,246000,4,1.5,2120,7110,1.5,FALSE,0,3,6,2120,0,1919,0,98030,47.3846,-122.227,1540,7110
604,535000,4,2.75,2710,45963,2,FALSE,0,3,9,2710,0,1995,0,98045,47.4745,-121.724,2710,33955
605,NA,2,1,1430,365904,1,FALSE,0,3,7,1010,420,1991,0,98065,47.513,-121.857,2300,253519
606,715000,6,2.75,3400,5000,2,FALSE,2,3,8,2860,540,1977,0,98107,47.6728,-122.362,1800,5000
607,325900,4,2.5,2320,6270,2,FALSE,0,3,8,2320,0,2004,0,98042,47.3501,-122.14,2150,6270
608,445700,3,2.5,1270,1180,3,FALSE,0,3,8,1270,0,2001,0,98107,47.6697,-122.392,1320,1180
609,813500,4,2,2530,15520,1,FALSE,0,5,8,2220,310,1964,0,98005,47.613,-122.167,2500,13300
610,970000,4,4.5,3890,5906,2,FALSE,3,3,11,3060,830,2004,0,98029,47.5426,-121.995,4170,6052
611,NA,3,1,1250,8314,1,FALSE,0,3,6,1250,0,1958,0,98058,47.4522,-122.178,1188,7700
612,378000,3,2.5,2150,11672,2,FALSE,0,3,8,2150,0,2004,0,98038,47.3515,-122.006,2150,5450
613,408000,5,3.25,2820,6589,1.5,FALSE,0,3,7,2320,500,1906,2014,98118,47.5357,-122.273,1560,5647
614,550000,4,2.5,2850,6809,2,FALSE,0,3,9,2850,0,2003,0,98019,47.7353,-121.973,2820,7500
615,1295650,0,0,4810,28008,2,FALSE,0,3,12,4810,0,1990,0,98053,47.6642,-122.069,4740,35061
616,246000,3,1,1400,7410,1,FALSE,0,3,6,1400,0,1944,0,98166,47.4798,-122.343,1070,7410
617,461100,2,2.25,1210,1267,2,FALSE,0,3,8,1120,90,2010,0,98117,47.6783,-122.376,1360,1349
618,481015,3,2.25,1550,5511,2,FALSE,0,3,8,1550,0,1987,0,98033,47.6946,-122.185,1620,5511
619,1150000,4,3.25,4190,10259,2,FALSE,0,3,11,3150,1040,2000,0,98074,47.6332,-122.066,4300,11919
620,450000,3,2,1150,4500,1.5,FALSE,0,3,7,1150,0,1917,1991,98103,47.6985,-122.348,1230,5400
621,329950,4,1,1360,5900,1.5,FALSE,0,4,7,1360,0,1949,0,98155,47.7512,-122.318,1050,5900
622,305000,2,1,1290,3383,2,FALSE,0,3,7,1290,0,2008,0,98053,47.6968,-122.025,1290,2828
623,220000,3,1.5,1660,15600,2,FALSE,0,3,7,1660,0,1981,0,98001,47.2589,-122.279,1660,14400
624,328000,4,1.75,1990,7194,1,FALSE,0,4,8,1400,590,1978,0,98058,47.4417,-122.135,1820,7400
625,398000,4,1,1430,6240,1.5,FALSE,0,5,7,1430,0,1953,0,98125,47.7272,-122.311,1410,6240
626,430000,3,2.75,2550,11160,2,FALSE,0,3,8,2550,0,1994,0,98155,47.7351,-122.323,1020,7440
627,415000,3,2.75,1770,3172,2,FALSE,0,3,8,1770,0,2009,0,98065,47.5164,-121.878,1760,2891
628,675750,4,2.5,2770,10274,2,FALSE,0,3,9,2770,0,1989,0,98029,47.5748,-122.018,2270,7210
629,639888,4,2.5,2050,2772,2,FALSE,0,3,8,2050,0,2012,0,98029,47.5421,-122.011,2050,2934
630,210000,3,1,1230,12201,1,FALSE,0,3,7,1230,0,1969,0,98042,47.3285,-122.134,1230,10780
631,NA,3,2.5,2620,6842,2,FALSE,0,3,7,2620,0,2002,0,98053,47.6846,-122.037,2280,4800
632,515000,3,2.5,1800,5001,2,FALSE,0,3,7,1800,0,1996,0,98034,47.7126,-122.231,2106,5618
633,415000,4,1.5,1840,11367,1.5,FALSE,0,4,7,1840,0,1950,0,98177,47.7656,-122.358,1690,9800
634,338000,5,2,1860,9000,2,FALSE,0,3,7,1860,0,1980,0,98045,47.4484,-121.772,1390,9752
635,307450,4,2.75,2690,8874,1,FALSE,0,3,8,1370,1320,1980,0,98023,47.3078,-122.383,1990,7875
636,685000,4,2.5,2770,6000,2,FALSE,0,3,8,2400,370,1993,0,98136,47.5536,-122.383,2120,6000
637,615000,3,3,1420,991,2,FALSE,0,3,8,1040,380,2005,0,98102,47.6408,-122.327,1500,1301
638,NA,2,1,1220,5040,1,FALSE,0,3,7,1220,0,1961,0,98117,47.6957,-122.364,1420,5040
639,675000,4,2.5,2560,36601,2,FALSE,0,4,9,2560,0,1987,0,98075,47.5851,-121.992,2790,36601
640,1061600,4,3,2990,6695,2,FALSE,0,3,10,2990,0,2014,0,98075,47.5817,-122.047,2760,6600
641,425000,3,1,1010,5864,1,FALSE,0,3,7,1010,0,1915,0,98116,47.5733,-122.381,1290,5000
642,721500,3,3.25,2970,234788,2,FALSE,3,3,9,2040,930,1991,0,98024,47.5353,-121.897,2970,220413
643,319950,3,2.5,1980,9907,2,FALSE,0,3,8,1980,0,1991,0,98022,47.1903,-122.013,2050,9907
644,214950,3,1,1400,6600,1,FALSE,0,3,6,1280,120,1954,0,98168,47.4845,-122.331,1730,6600
645,332100,5,3.5,2660,6978,2,FALSE,0,3,8,1980,680,1996,0,98092,47.2631,-122.212,2220,7294
646,329950,3,2.25,2070,7995,1,FALSE,0,3,7,1350,720,1987,0,98031,47.403,-122.175,1620,6799
647,578888,2,2,1060,4000,1,FALSE,0,2,7,1000,60,1914,0,98103,47.6626,-122.337,1310,4000
648,455000,3,1.75,1420,1189,3,FALSE,0,3,8,1420,0,2006,0,98103,47.6625,-122.352,1380,1196
649,285000,3,1.5,1780,12231,1,FALSE,0,4,8,1780,0,1956,0,98003,47.335,-122.321,2460,12663
650,135000,2,1,830,7609,1,FALSE,0,3,6,830,0,1943,0,98146,47.5057,-122.348,1170,7609
651,369000,2,1,1320,6135,1,FALSE,0,4,7,880,440,1942,0,98126,47.5265,-122.379,1050,4693
652,387000,3,1.5,1340,6500,1,FALSE,0,3,7,1340,0,1972,0,98034,47.7168,-122.192,1620,7107
653,434500,3,1.75,1930,7210,1,FALSE,0,3,7,1110,820,1975,0,98072,47.735,-122.174,1870,7877
654,675000,3,1.5,1460,6480,1,FALSE,2,4,7,980,480,1940,0,98117,47.6962,-122.397,2180,6912
655,290000,3,1,1010,10800,1,FALSE,0,4,7,1010,0,1972,0,98045,47.4483,-121.773,1370,9500
656,199950,3,2.75,2270,13590,1.5,FALSE,0,4,6,1300,970,1948,0,98022,47.2099,-122.001,1160,13545
657,640000,3,3,2270,5175,2,FALSE,0,3,9,2130,140,2002,0,98056,47.516,-122.203,2850,5661
658,940000,3,1.5,2140,3600,2,FALSE,0,3,9,1900,240,1925,0,98119,47.6337,-122.365,2020,4800
659,594000,4,1.75,1870,5200,2,FALSE,0,4,7,1200,670,1937,0,98115,47.6843,-122.283,1790,5000
660,515000,2,1,1050,5000,1,FALSE,0,5,7,1050,0,1907,0,98107,47.6699,-122.369,1340,5000
661,1490000,4,2.5,2420,18480,1,FALSE,0,4,9,2420,0,1967,0,98004,47.6214,-122.227,3330,19910
662,712000,3,2.5,2375,4094,2,FALSE,0,3,9,2375,0,2002,0,98052,47.6627,-122.086,2095,4442
663,631000,4,2,1930,3240,1.5,FALSE,0,4,7,1930,0,1911,0,98122,47.6156,-122.299,1480,3600
664,378950,4,2,1820,8400,1,FALSE,0,5,7,1300,520,1956,0,98155,47.7615,-122.329,1700,9450
665,617000,3,2.5,1910,4488,2,FALSE,0,3,8,1910,0,1998,0,98007,47.6176,-122.14,1530,3696
666,288000,4,2.25,1610,3560,2,FALSE,0,3,7,1610,0,2010,0,98038,47.3669,-122.02,1760,3692
667,479950,3,2,1820,1358,3,FALSE,0,3,9,1820,0,2014,0,98126,47.5433,-122.376,1710,1367
668,7.00E+05,8,2.5,2280,3000,1.5,FALSE,0,3,7,1210,1070,1911,0,98105,47.6675,-122.316,1610,3000
669,811500,5,4.25,3970,4500,2,FALSE,0,3,9,2860,1110,2004,0,98027,47.5402,-122.069,3480,4500
670,282613,2,1,830,6017,1,FALSE,0,4,6,830,0,1954,0,98133,47.7466,-122.334,1340,6040
671,450000,2,1.5,1020,1049,3,FALSE,0,3,8,1020,0,2008,0,98103,47.68,-122.348,1350,1395
672,425000,4,2.5,2270,4400,2,FALSE,0,3,7,2270,0,2006,0,98065,47.5381,-121.888,2090,4400
673,474950,3,3,1530,1568,3,FALSE,0,3,8,1530,0,2012,0,98117,47.6998,-122.367,1460,1224
674,280000,3,1.75,1550,7410,1.5,FALSE,0,5,7,1550,0,1944,0,98178,47.4951,-122.237,1250,7467
675,328000,3,2.25,2020,8379,2,FALSE,0,3,7,2020,0,1994,0,98038,47.3828,-122.023,2020,8031
676,575000,4,2,1650,5000,1,FALSE,0,3,7,1650,0,1955,0,98117,47.6781,-122.374,1690,2276
677,333500,3,1.5,2230,9120,1,FALSE,0,3,7,1390,840,1959,0,98146,47.5008,-122.358,1420,8450
678,265000,3,2.25,1450,13439,1,FALSE,0,4,7,1180,270,1963,0,98003,47.2811,-122.299,1520,12348
679,429900,3,2,1490,1286,3,FALSE,0,3,8,1490,0,2014,0,98144,47.57,-122.288,1420,1230
680,720000,2,1.75,1570,1108,3,FALSE,0,3,9,1570,0,2007,0,98004,47.6215,-122.2,1940,1160
681,447500,3,1.75,1950,6504,1,FALSE,0,3,8,1530,420,1953,0,98115,47.6934,-122.328,1660,6552
682,245000,1,0.75,380,15000,1,FALSE,0,3,5,380,0,1963,0,98168,47.481,-122.323,1170,15000
683,322500,4,2.75,2060,6659,1,FALSE,0,3,7,1280,780,1981,0,98058,47.4276,-122.157,2020,8720
684,691500,4,2.5,2600,7200,2,FALSE,0,3,7,2600,0,1962,2002,98115,47.6944,-122.274,1790,6175
685,486000,4,2.5,3560,12047,2,FALSE,0,3,10,3560,0,1988,0,98023,47.3019,-122.341,3420,11250
686,4.00E+05,3,1,1000,7800,1,FALSE,0,4,6,860,140,1930,0,98125,47.7098,-122.283,1700,7800
687,242500,3,1,940,7380,1,FALSE,0,3,6,940,0,1959,0,98058,47.4516,-122.175,1210,8095
688,389900,3,2.5,2160,59241,1,FALSE,0,3,7,2160,0,2007,0,98042,47.3304,-122.13,2290,125017
689,513000,3,2.5,1810,4592,2,FALSE,0,3,8,1810,0,1992,0,98029,47.5764,-121.996,1810,4758
690,995000,2,2,1600,64468,1,FALSE,0,3,7,1600,0,1950,0,98072,47.7344,-122.143,1950,64468
691,1080000,3,2.5,1990,1891,3,FALSE,0,3,9,1990,0,2012,0,98102,47.6271,-122.324,1990,3600
692,399500,4,1.5,1660,6617,1,FALSE,0,5,7,1660,0,1947,0,98155,47.739,-122.323,950,7440
693,590000,3,2.5,2290,4203,2,FALSE,0,3,9,2290,0,2001,0,98006,47.5441,-122.172,2290,5089
694,404000,3,1.75,1410,15210,1,FALSE,0,3,7,1410,0,1950,2014,98166,47.4181,-122.339,1970,16290
695,625000,5,2.5,2700,21208,1,FALSE,0,4,8,1950,750,1955,0,98005,47.6078,-122.154,2550,20409
696,2575000,4,4.25,5540,15408,2,FALSE,1,3,11,4280,1260,2006,0,98004,47.6071,-122.212,3570,14750
697,5.00E+05,3,2.5,1720,3012,2,FALSE,0,3,9,1720,0,2011,0,98133,47.7312,-122.334,1720,7658
698,415000,3,1,1560,4500,1.5,FALSE,0,3,7,1560,0,1903,0,98122,47.6118,-122.306,1660,4500
699,195000,3,1.5,1430,5200,1,FALSE,0,4,7,1030,400,1977,0,98042,47.3644,-122.094,1190,5200
700,595000,3,1.75,2060,3600,1.5,FALSE,0,3,7,1180,880,1905,1985,98119,47.6389,-122.371,1730,2475
701,224500,3,1.75,1300,7735,1,FALSE,0,4,7,1300,0,1980,0,98022,47.1983,-122,1300,8941
702,399950,3,2.5,1470,4488,2,FALSE,0,5,7,1470,0,1980,0,98034,47.723,-122.162,1400,4441
703,375000,4,2.25,1450,7245,1,FALSE,0,5,7,1450,0,1950,1983,98133,47.7643,-122.343,1660,7800
704,326000,5,2.75,2166,6342,2,FALSE,0,3,8,2166,0,2013,0,98042,47.3461,-122.152,2474,5948
705,440000,2,1.5,1080,6760,1,FALSE,2,3,6,1080,0,1923,0,98117,47.7008,-122.386,2080,5800
706,650000,3,2.5,2430,12997,2,FALSE,0,3,9,2430,0,1992,0,98011,47.744,-122.194,2720,12500
707,522000,3,1,1230,4600,1.5,FALSE,0,3,7,1230,0,1929,0,98116,47.5616,-122.392,1230,4600
708,1200000,4,3.5,4740,172497,2,FALSE,0,3,11,4740,0,2003,0,98053,47.6779,-122.075,2120,49658
709,685100,4,2.5,2790,5423,2,FALSE,0,3,9,2790,0,1999,0,98074,47.6085,-122.017,2450,6453
710,1052000,3,1,1860,44431,1,FALSE,0,4,6,1860,0,1947,0,98074,47.6057,-122.038,2000,44431
711,565000,3,2.5,1700,7210,2,FALSE,0,5,7,1700,0,1966,0,98052,47.6688,-122.161,1700,7566
712,555000,3,2.5,2480,8676,2,FALSE,0,4,8,2480,0,1989,0,98056,47.53,-122.172,2540,9496
713,449000,4,2.25,2230,8440,2,FALSE,0,4,8,2230,0,1968,0,98011,47.7558,-122.217,2160,9412
714,1635000,5,3.5,4220,26784,1,FALSE,0,3,10,2110,2110,1958,2006,98004,47.6003,-122.206,3450,33945
715,224000,3,1.75,1100,10125,1,FALSE,0,4,7,1100,0,1969,0,98092,47.3232,-122.103,1520,10125
716,656000,2,2.5,2270,1763,3,FALSE,0,3,7,1820,450,2009,0,98052,47.6757,-122.121,2180,1763
717,535000,3,2.75,2300,12197,2,FALSE,0,3,8,2300,0,1989,0,98166,47.4369,-122.338,1710,11220
718,452000,3,1.5,1250,4000,1,FALSE,0,3,7,1250,0,1955,0,98117,47.6916,-122.379,1030,4000
719,334950,4,2.5,2230,5500,2,FALSE,0,3,7,2230,0,1999,0,98038,47.3533,-122.023,1910,5500
721,1285000,4,3.5,4080,14450,2,FALSE,2,3,12,3210,870,1998,0,98006,47.5519,-122.106,4080,12114
722,560000,5,1,1710,9100,1.5,FALSE,0,4,7,1320,390,1926,0,98126,47.5379,-122.378,1880,9100
723,725000,4,2.75,2420,10962,1,FALSE,0,3,8,1530,890,1977,0,98007,47.6218,-122.152,2620,13200
724,324450,3,2,1420,16000,1,FALSE,0,3,7,1420,0,1966,0,98166,47.478,-122.358,1900,12630
725,1242500,4,2.75,2680,8500,1,FALSE,4,4,9,1480,1200,1962,0,98006,47.5634,-122.156,2940,8650
726,1670000,5,3.5,4320,40816,2,FALSE,0,4,11,4320,0,1997,0,98004,47.644,-122.185,4320,44584
727,499000,3,3.5,1690,1432,2,FALSE,0,3,7,1360,330,2008,0,98199,47.6513,-122.4,1650,2788
728,364000,4,2.5,2080,11050,1,FALSE,0,4,8,2080,0,1969,0,98059,47.472,-122.119,1850,11050
729,220000,4,1.75,2020,7840,1,FALSE,0,3,7,1010,1010,1968,0,98003,47.3309,-122.299,1750,8140
730,449000,3,1.75,1660,9697,1,FALSE,0,4,7,1660,0,1952,0,98155,47.7564,-122.286,2060,20624
731,426000,4,1.5,1470,5850,1,FALSE,0,4,7,810,660,1973,0,98052,47.7,-122.129,1290,7300
732,5.00E+05,3,1.5,2150,4000,1.5,FALSE,0,3,7,1470,680,1928,0,98144,47.5733,-122.312,1750,4000
733,199000,2,1,720,7200,1,FALSE,0,5,6,720,0,1943,0,98058,47.4763,-122.177,970,8027
735,245000,3,1,910,6630,1,FALSE,0,4,6,910,0,1912,0,98103,47.6947,-122.346,950,5100
736,472500,3,2.5,1650,3711,2,FALSE,0,3,8,1650,0,1996,0,98052,47.6863,-122.093,1760,3762
737,335000,4,2.25,2160,8817,1,FALSE,0,3,7,1460,700,1965,0,98133,47.7595,-122.356,1880,8817
738,156000,3,1,970,8580,1,FALSE,0,3,7,970,0,1959,0,98003,47.3363,-122.311,1430,11907
739,625000,4,1.5,2190,13660,1,FALSE,3,3,8,2190,0,1952,0,98177,47.7658,-122.37,2520,20500
740,367999,4,2.75,3430,8000,1.5,FALSE,0,4,8,3430,0,1972,0,98023,47.3183,-122.382,2090,8000
741,515000,5,3,2670,11761,1,FALSE,0,3,7,1370,1300,1981,0,98052,47.6895,-122.129,2580,10703
742,402000,2,1,710,5100,1,FALSE,0,5,7,710,0,1905,0,98117,47.6765,-122.381,1530,5100
743,350000,3,2.5,1380,1590,2,FALSE,0,3,9,1160,220,2012,0,98126,47.5444,-122.375,1380,1590
744,338995,3,1.75,1320,9450,1,FALSE,0,5,7,1320,0,1943,0,98166,47.4557,-122.348,1320,8315
745,928950,4,3.75,3280,6000,2,FALSE,0,3,9,3280,0,2014,0,98006,47.554,-122.19,2900,10108
746,753888,4,2.5,2660,5500,2,FALSE,2,3,9,2660,0,2003,0,98029,47.5439,-121.996,3620,5500
747,552000,4,2.75,3160,8429,1,FALSE,3,4,7,1620,1540,1982,0,98178,47.511,-122.251,1760,6780
